layer_name;method;run0;run1;run2;run3;run4;mean;median
model.model.layers.2.self_attn.o_proj;Sputnik;0.15455999970436096;0.15564799308776855;0.15462400019168854;0.15462400019168854;0.1547199934720993;0.15483519434928894;0.15462400019168854
model.model.layers.2.self_attn.o_proj;Ours;0.10335999727249146;0.10345599800348282;0.10444799810647964;0.10342399775981903;0.10239999741315842;0.10341759771108627;0.10342399775981903
model.model.layers.2.mlp.gate_proj;Sputnik;0.4280320107936859;0.4270080029964447;0.4270080029964447;0.4270080029964447;0.4259839951992035;0.4270080029964447;0.4270080029964447
model.model.layers.2.mlp.gate_proj;Ours;0.30720001459121704;0.30822399258613586;0.30617600679397583;0.3092480003833771;0.30720001459121704;0.3076096177101135;0.30720001459121704
model.model.layers.2.mlp.up_proj;Sputnik;0.4362879991531372;0.4352000057697296;0.4362240135669708;0.4362240135669708;0.43724799156188965;0.43623679876327515;0.4362240135669708
model.model.layers.2.mlp.up_proj;Ours;0.30617600679397583;0.3033280074596405;0.3043519854545593;0.3022080063819885;0.3020800054073334;0.3036287724971771;0.3033280074596405
model.model.layers.2.mlp.down_proj;Sputnik;0.392192006111145;0.39321601390838623;0.392192006111145;0.392192006111145;0.392192006111145;0.39239680767059326;0.392192006111145
model.model.layers.2.mlp.down_proj;Ours;0.2457599937915802;0.24473600089550018;0.2457599937915802;0.2457599937915802;0.24579200148582458;0.2455615997314453;0.2457599937915802
model.model.layers.3.self_attn.q_proj;Sputnik;0.12595200538635254;0.12902399897575378;0.12595200538635254;0.12595200538635254;0.12585599720478058;0.1265471875667572;0.12595200538635254
model.model.layers.3.self_attn.q_proj;Ours;0.1085439994931221;0.11161600053310394;0.1085439994931221;0.10751999914646149;0.11059200018644333;0.10936319828033447;0.1085439994931221
model.model.layers.3.self_attn.k_proj;Sputnik;0.12697599828243256;0.12716799974441528;0.12697599828243256;0.12697599828243256;0.12697599828243256;0.1270143985748291;0.12697599828243256
model.model.layers.3.self_attn.k_proj;Ours;0.10956799983978271;0.10444799810647964;0.10422399640083313;0.10547199845314026;0.10751999914646149;0.10624639689922333;0.10547199845314026
model.model.layers.3.self_attn.v_proj;Sputnik;0.13516800105571747;0.13433599472045898;0.13516800105571747;0.13433599472045898;0.13414399325847626;0.13463039696216583;0.13433599472045898
model.model.layers.3.self_attn.v_proj;Ours;0.1157120019197464;0.11776000261306763;0.11555200070142746;0.11593600362539291;0.11763200163841248;0.11651840060949326;0.11593600362539291
model.model.layers.3.self_attn.o_proj;Sputnik;0.14636799693107605;0.14643199741840363;0.1454080045223236;0.14662399888038635;0.14643199741840363;0.1462527960538864;0.14643199741840363
