layer_name;empty_rows_perc;empty_cols_perc;max_empty_perc;sparsity_perc;rows;cols
model.model.layers.21.self_attn.v_proj;0.68359375;4.78515625;4.78515625;0.5999982357025146;4096;4096
model.model.layers.21.self_attn.o_proj;0.341796875;44.970703125;44.970703125;0.5999982357025146;4096;4096
model.model.layers.21.mlp.gate_proj;61.80051040649414;0.0;61.80051040649414;0.5999986515488736;11008;4096
model.model.layers.21.mlp.up_proj;70.82122039794922;0.0;70.82122039794922;0.5999986515488736;11008;4096
model.model.layers.21.mlp.down_proj;0.0;35.47419738769531;35.47419738769531;0.5999986515488736;4096;11008
model.model.layers.22.self_attn.q_proj;43.9697265625;0.0244140625;43.9697265625;0.5999982357025146;4096;4096
model.model.layers.22.self_attn.k_proj;41.89453125;0.0244140625;41.89453125;0.5999982357025146;4096;4096
model.model.layers.22.self_attn.v_proj;0.68359375;3.4912109375;3.4912109375;0.5999982357025146;4096;4096
model.model.layers.22.self_attn.o_proj;0.7080078125;38.0859375;38.0859375;0.5999982357025146;4096;4096
model.model.layers.22.mlp.gate_proj;60.09265899658203;0.0;60.09265899658203;0.5999986515488736;11008;4096
model.model.layers.22.mlp.up_proj;71.99309539794922;0.0;71.99309539794922;0.5999986515488736;11008;4096
model.model.layers.22.mlp.down_proj;0.0;39.99818420410156;39.99818420410156;0.5999986515488736;4096;11008
model.model.layers.23.self_attn.q_proj;48.388671875;0.0244140625;48.388671875;0.5999982357025146;4096;4096
model.model.layers.23.self_attn.k_proj;43.0419921875;0.0244140625;43.0419921875;0.5999982357025146;4096;4096
model.model.layers.23.self_attn.v_proj;1.025390625;4.6142578125;4.6142578125;0.5999982357025146;4096;4096
model.model.layers.23.self_attn.o_proj;0.1953125;41.1865234375;41.1865234375;0.5999982357025146;4096;4096
model.model.layers.23.mlp.gate_proj;56.640625;0.0;56.640625;0.5999986515488736;11008;4096
model.model.layers.23.mlp.up_proj;64.33502960205078;0.0;64.33502960205078;0.5999986515488736;11008;4096
model.model.layers.23.mlp.down_proj;0.0;44.749271392822266;44.749271392822266;0.5999986515488736;4096;11008
model.model.layers.24.self_attn.q_proj;49.8046875;0.0244140625;49.8046875;0.5999982357025146;4096;4096
model.model.layers.24.self_attn.k_proj;49.70703125;0.0244140625;49.70703125;0.5999982357025146;4096;4096
model.model.layers.24.self_attn.v_proj;0.830078125;3.4912109375;3.4912109375;0.5999982357025146;4096;4096
model.model.layers.24.self_attn.o_proj;0.0732421875;47.8759765625;47.8759765625;0.5999982357025146;4096;4096
model.model.layers.24.mlp.gate_proj;58.59375;0.0;58.59375;0.5999986515488736;11008;4096
model.model.layers.24.mlp.up_proj;67.82339477539062;0.0;67.82339477539062;0.5999986515488736;11008;4096
model.model.layers.24.mlp.down_proj;0.0;45.02180099487305;45.02180099487305;0.5999986515488736;4096;11008
model.model.layers.25.self_attn.q_proj;59.3994140625;0.0244140625;59.3994140625;0.5999982357025146;4096;4096
model.model.layers.25.self_attn.k_proj;58.69140625;0.0244140625;58.69140625;0.5999982357025146;4096;4096
model.model.layers.25.self_attn.v_proj;1.66015625;3.857421875;3.857421875;0.5999982357025146;4096;4096
model.model.layers.25.self_attn.o_proj;0.48828125;56.93359375;56.93359375;0.5999982357025146;4096;4096
model.model.layers.25.mlp.gate_proj;53.878997802734375;0.0;53.878997802734375;0.5999986515488736;11008;4096
model.model.layers.25.mlp.up_proj;61.464385986328125;0.0;61.464385986328125;0.5999986515488736;11008;4096
model.model.layers.25.mlp.down_proj;0.0;53.533790588378906;53.533790588378906;0.5999986515488736;4096;11008
model.model.layers.26.self_attn.q_proj;47.65625;0.0244140625;47.65625;0.5999982357025146;4096;4096
model.model.layers.26.self_attn.k_proj;38.28125;0.0244140625;38.28125;0.5999982357025146;4096;4096
model.model.layers.26.self_attn.v_proj;0.8544921875;8.0322265625;8.0322265625;0.5999982357025146;4096;4096
model.model.layers.26.self_attn.o_proj;0.634765625;50.29296875;50.29296875;0.5999982357025146;4096;4096
model.model.layers.26.mlp.gate_proj;55.82304000854492;0.0;55.82304000854492;0.5999986515488736;11008;4096
model.model.layers.26.mlp.up_proj;64.5439682006836;0.0;64.5439682006836;0.5999986515488736;11008;4096
model.model.layers.26.mlp.down_proj;0.0;61.45530319213867;61.45530319213867;0.5999986515488736;4096;11008
model.model.layers.27.self_attn.q_proj;69.7021484375;0.0244140625;69.7021484375;0.5999982357025146;4096;4096
model.model.layers.27.self_attn.k_proj;64.892578125;0.0244140625;64.892578125;0.5999982357025146;4096;4096
model.model.layers.27.self_attn.v_proj;2.4658203125;1.708984375;2.4658203125;0.5999982357025146;4096;4096
model.model.layers.27.self_attn.o_proj;0.537109375;66.2353515625;66.2353515625;0.5999982357025146;4096;4096
model.model.layers.27.mlp.gate_proj;66.19731140136719;0.0;66.19731140136719;0.5999986515488736;11008;4096
model.model.layers.27.mlp.up_proj;74.13699340820312;0.0;74.13699340820312;0.5999986515488736;11008;4096
model.model.layers.27.mlp.down_proj;0.0;72.48365020751953;72.48365020751953;0.5999986515488736;4096;11008
model.model.layers.28.self_attn.q_proj;62.3046875;0.0244140625;62.3046875;0.5999982357025146;4096;4096
model.model.layers.28.self_attn.k_proj;60.25390625;0.048828125;60.25390625;0.5999982357025146;4096;4096
model.model.layers.28.self_attn.v_proj;2.5146484375;4.78515625;4.78515625;0.5999982357025146;4096;4096
model.model.layers.28.self_attn.o_proj;0.634765625;65.625;65.625;0.5999982357025146;4096;4096
model.model.layers.28.mlp.gate_proj;64.09883117675781;0.0;64.09883117675781;0.5999986515488736;11008;4096
model.model.layers.28.mlp.up_proj;75.80850219726562;0.0;75.80850219726562;0.5999986515488736;11008;4096
model.model.layers.28.mlp.down_proj;0.0;73.90080261230469;73.90080261230469;0.5999986515488736;4096;11008
model.model.layers.29.self_attn.q_proj;60.1806640625;0.0244140625;60.1806640625;0.5999982357025146;4096;4096
model.model.layers.29.self_attn.k_proj;63.2568359375;0.0;63.2568359375;0.5999982357025146;4096;4096
model.model.layers.29.self_attn.v_proj;3.8818359375;3.125;3.8818359375;0.5999982357025146;4096;4096
model.model.layers.29.self_attn.o_proj;0.390625;64.501953125;64.501953125;0.5999982357025146;4096;4096
model.model.layers.29.mlp.gate_proj;68.33212280273438;0.0;68.33212280273438;0.5999986515488736;11008;4096
model.model.layers.29.mlp.up_proj;82.47638702392578;0.0;82.47638702392578;0.5999986515488736;11008;4096
model.model.layers.29.mlp.down_proj;0.0;83.21221160888672;83.21221160888672;0.5999986515488736;4096;11008
model.model.layers.30.self_attn.q_proj;62.255859375;0.0244140625;62.255859375;0.5999982357025146;4096;4096
model.model.layers.30.self_attn.k_proj;66.8212890625;0.0244140625;66.8212890625;0.5999982357025146;4096;4096
model.model.layers.30.self_attn.v_proj;5.224609375;3.9306640625;5.224609375;0.5999982357025146;4096;4096
model.model.layers.30.self_attn.o_proj;1.3427734375;77.5390625;77.5390625;0.5999982357025146;4096;4096
model.model.layers.30.mlp.gate_proj;63.226741790771484;0.0;63.226741790771484;0.5999986515488736;11008;4096
model.model.layers.30.mlp.up_proj;86.37354278564453;0.0;86.37354278564453;0.5999986515488736;11008;4096
model.model.layers.30.mlp.down_proj;0.0;86.07376098632812;86.07376098632812;0.5999986515488736;4096;11008
model.model.layers.31.self_attn.q_proj;66.552734375;0.146484375;66.552734375;0.5999982357025146;4096;4096
model.model.layers.31.self_attn.k_proj;66.8212890625;0.0732421875;66.8212890625;0.5999982357025146;4096;4096
model.model.layers.31.self_attn.v_proj;2.05078125;0.830078125;2.05078125;0.5999982357025146;4096;4096
model.model.layers.31.self_attn.o_proj;1.46484375;88.57421875;88.57421875;0.5999982357025146;4096;4096
model.model.layers.31.mlp.gate_proj;55.14171600341797;0.0;55.14171600341797;0.5999986515488736;11008;4096
model.model.layers.31.mlp.up_proj;87.59992980957031;0.0;87.59992980957031;0.5999986515488736;11008;4096
model.model.layers.31.mlp.down_proj;0.0244140625;93.77725219726562;93.77725219726562;0.5999986515488736;4096;11008
model.lm_head;97.43750762939453;0.0244140625;97.43750762939453;0.6;32000;4096
