Model Name;Maximum Empty Rows (%);Maximum Empty Column (%);Mean Maximum Empty Row or Column
restart_7b-gsm8k-rosa_wl64_d0.018_1grads_mean_r16_loralr0.0007_alpha16-lr0.0004-epochs1-wu20-seed42-17264;94.915625;79.97819767441861;19.99197046592377
restart_7b-viggo-rosa_wl64_d0.006_1grads_mean_r48_loralr0.0002_alpha16-lr0.0002-epochs1-wu20-seed42-31376;97.721875;93.81359011627907;47.90390469557492
restart_7b-sql-rosa_wl64_d0.003_1grads_mean_r24_loralr0.0003_alpha16-lr0.0003-epochs1-wu20-seed42-7571;98.675;96.34811046511628;66.50713194444445
restart_7b-gsm8k-rosa_wl64_d0.003_32grads_mean_squared_r8_loralr0.0007_alpha16-lr0.0003-epochs1-wu20-seed42-25881;92.15;96.82957848837209;56.43081029958011
restart_7b-sql-rosa_wl64_d0.0015_1grads_mean_r12_loralr0.0001_alpha16-lr0.0001-epochs1-wu20-seed42-15783;99.3125;98.4130859375;77.07353773013568
restart_7b-gsm8k-rosa_wl64_d0.003_1grads_mean_squared_r8_loralr0.0007_alpha16-lr0.0002-epochs1-wu20-seed42-4789;97.85625;96.7296511627907;58.308501029554265
restart_7b-gsm8k-rosa_wl64_d0.009_1grads_mean_r8_loralr0.0007_alpha16-lr0.0003-epochs3-wu20-seed42-7268;97.01875;89.16242732558139;33.44392003795218
restart_7b-viggo-rosa_wl64_d0.009_1grads_mean_r8_loralr0.0001_alpha16-lr0.0001-epochs3-wu20-seed42-29259;95.55312500000001;91.54251453488372;37.18254604731912
restart_7b-gsm8k-rosa_wl64_d0.006_1grads_mean_r16_loralr0.0007_alpha16-lr0.0003-epochs3-wu20-seed42-16443;97.484375;93.76816860465115;41.118167292474155
restart_7b-sql-rosa_wl64_d0.012_1grads_mean_r32_loralr0.0001_alpha16-lr0.0001-epochs1-wu20-seed42-14305;92.675;83.13045058139535;35.80961226178941
restart_7b-gsm8k-rosa_wl64_d0.018_1grads_mean_r16_loralr0.0007_alpha16-lr0.0003-epochs1-wu20-seed42-6988;94.915625;79.97819767441861;19.99197046592377
restart_7b-gsm8k-rosa_wl64_d0.018_1grads_mean_r16_loralr0.0007_alpha16-lr0.0004-epochs3-wu20-seed42-4951;94.796875;79.94186046511628;19.60347232315891
restart_7b-viggo-rosa_wl64_d0.012_1grads_mean_r32_loralr0.0001_alpha16-lr0.0001-epochs1-wu20-seed42-30681;95.1;84.35683139534885;32.84204600694446
restart_7b-gsm8k-rosa_wl64_d0.003_1grads_mean_r8_loralr0.0003_alpha16-lr0.0003-epochs3-wu20-seed42-30923;97.90625;96.923828125;59.12372143491603
restart_7b-gsm8k-rosa_wl64_d0.0045_1grads_mean_r4_loralr0.0003_alpha16-lr0.0003-epochs1-wu20-seed42-21648;97.675;95.01271802325581;48.73699436773254
restart_7b-viggo-rosa_wl64_d0.0045_1grads_mean_r4_loralr0.0001_alpha16-lr0.0001-epochs3-wu20-seed42-3255;98.25625;96.13917151162791;52.17059756540698
restart_7b-gsm8k-rosa_wl64_d0.003_1grads_mean_r8_loralr0.0007_alpha16-lr0.0002-epochs1-wu20-seed42-17468;97.85625;96.7296511627907;58.308501029554265
restart_7b-gsm8k-rosa_wl64_d0.012_1grads_mean_r32_loralr0.0007_alpha16-lr0.0002-epochs3-wu20-seed42-6010;96.428125;84.38408430232558;27.533462855297156
restart_7b-viggo-rosa_wl64_d0.006_1grads_mean_r16_loralr0.0002_alpha16-lr0.0002-epochs1-wu20-seed42-9497;97.925;92.95058139534885;46.548031593184746
restart_7b-viggo-rosa_wl64_d0.006_1grads_mean_r16_loralr0.0001_alpha16-lr0.0001-epochs1-wu20-seed42-26032;97.89687500000001;94.3404796511628;47.39940096091731
restart_7b-viggo-rosa_wl64_d0.012_1grads_mean_r32_loralr0.0001_alpha16-lr0.0001-epochs3-wu20-seed42-5646;88.97500000000001;84.34774709302324;29.65946959786823
restart_7b-gsm8k-rosa_wl64_d0.006_8grads_mean_squared_r16_loralr0.0007_alpha16-lr0.0002-epochs1-wu20-seed42-16283;94.425;88.90806686046511;41.137765624999986
restart_7b-gsm8k-rosa_wl64_d0.003_8grads_mean_squared_r8_loralr0.0007_alpha16-lr0.0002-epochs1-wu20-seed42-28802;95.075;96.484375;58.53463061208011
restart_7b-gsm8k-rosa_wl64_d0.006_1grads_mean_squared_r16_loralr0.0007_alpha16-lr0.0003-epochs1-wu20-seed42-27828;97.496875;93.79542151162791;41.442514777131784
restart_7b-viggo-rosa_wl64_d0.012_1grads_mean_r32_loralr0.0002_alpha16-lr0.0002-epochs3-wu20-seed42-17308;94.284375;87.32739825581395;30.88884645510335
restart_7b-viggo-rosa_wl64_d0.003_1grads_mean_r8_loralr0.0002_alpha16-lr0.0002-epochs3-wu20-seed42-23436;99.040625;97.50181686046511;61.68549961644059
restart_7b-sql-rosa_wl64_d0.009_1grads_mean_r8_loralr0.0007_alpha16-lr0.0003-epochs1-wu20-seed42-6779;95.85312499999999;87.58175872093024;39.85305937096251
restart_7b-viggo-rosa_wl64_d0.018_1grads_mean_r16_loralr0.0001_alpha16-lr0.0001-epochs1-wu20-seed42-21127;91.27187500000001;81.33175872093024;25.871377200419897
restart_7b-gsm8k-rosa_wl64_d0.009_1grads_mean_r8_loralr0.0003_alpha16-lr0.0003-epochs3-wu20-seed42-90;97.003125;89.33502906976744;32.6828585876938
restart_7b-sql-rosa_wl64_d0.006_1grads_mean_r16_loralr0.0002_alpha16-lr0.0002-epochs3-wu20-seed42-26908;97.125;92.28515625;52.79103914324935
restart_7b-gsm8k-rosa_wl64_d0.003_32grads_mean_squared_r8_loralr0.0007_alpha16-lr0.0004-epochs1-wu20-seed42-4553;92.15;96.82957848837209;56.43081029958011
restart_7b-viggo-rosa_wl64_d0.003_1grads_mean_r24_loralr0.0002_alpha16-lr0.0002-epochs3-wu20-seed42-9222;98.88125;97.49273255813954;62.28969731104648
restart_7b-viggo-rosa_wl64_d0.006_1grads_mean_r48_loralr0.0002_alpha16-lr0.0002-epochs3-wu20-seed42-24902;91.38125000000001;90.91796875;46.14429649144057
restart_7b-gsm8k-rosa_wl64_d0.006_1grads_mean_squared_r16_loralr0.0007_alpha16-lr0.0002-epochs1-wu20-seed42-29355;97.496875;93.79542151162791;41.442514777131784
restart_7b-gsm8k-rosa_wl64_d0.012_1grads_mean_squared_r32_loralr0.0007_alpha16-lr0.0002-epochs1-wu20-seed42-212;96.46875;85.0109011627907;27.128660166343668
restart_7b-gsm8k-rosa_wl64_d0.003_8grads_mean_r8_loralr0.0007_alpha16-lr0.0002-epochs1-wu20-seed42-20475;95.075;96.484375;58.53463061208011
restart_7b-gsm8k-rosa_wl64_d0.006_1grads_mean_r48_loralr0.0007_alpha16-lr0.0003-epochs1-wu20-seed42-12171;97.5;94.03161337209302;40.94162275920544
restart_7b-gsm8k-rosa_wl64_d0.012_32grads_mean_squared_r32_loralr0.0007_alpha16-lr0.0002-epochs1-wu20-seed42-7749;89.62187499999999;84.79287790697676;25.838814740794568
restart_7b-gsm8k-rosa_wl64_d0.012_1grads_mean_r32_loralr0.0007_alpha16-lr0.0004-epochs3-wu20-seed42-14625;96.428125;84.38408430232558;27.533462855297156
